0.000	0.001546	0.0000	3.82218E-05
0.015	0.001792	0.0095	2.56934E-05
0.060	0.002016	0.0159	7.72307E-05
0.134	0.001820	0.0172	3.80857E-05
0.234	0.002309	0.0130	9.60056E-05
0.357	0.002621	0.0046	0.000140853
0.500	0.003101	0.0053	0.000158644
0.658	0.003431	0.0135	0.000158875
0.826	0.003738	0.0173	0.000160713
1.000	0.004237	0.0156	0.000215455
1.174	0.004566	0.0088	0.000166802
1.342	0.004988	0.0008	0.000186566
1.500	0.005263	0.0101	0.000166205
