1125	28.43788438
3330	9.495982469
5535	5.477107403
7740	3.742970056
9945	2.713034899
12150	2.127873131
14355	1.659598008
16560	1.337129055
18765	1.135323625
20970	0.978841955
23175	0.891765552
25380	0.85369057
27585	1.042233098
29790	1.230838089
