112.5	0.699819061
128.5	0.671023856
144.5	0.644472087
160.5	0.619911446
176.5	0.597126091
192.5	0.57593029
208.5	0.556163344
225	    0.537127479
315	    0.452323515
405	    0.390265799
495	    0.342887171
585	    0.305531936
675	    0.275324973
765	    0.250394793
855	    0.229470758
945	    0.211659868
1035	0.196316169
